Order ID,Order Date,Year,Country,Region,Category,Product,Customer Segment,Units,Revenue,Cost,Profit,Profit Margin
ORD-10414,2025-06-14,2025,Australia,Oceania,Furniture,Storage Cabinet,Home Office,79,28125.47,20409.08,7716.39,0.27435604693744375
ORD-10415,2025-07-21,2025,Australia,Oceania,Office Supplies,Printer Paper,Corporate,104,10542.99,8493.13,2049.86,0.19442871832295053
ORD-10416,2025-08-20,2025,Australia,Oceania,Technology,Laptop,Consumer,99,50156.17,37619.1,12537.07,0.2499606191936133
ORD-10417,2025-09-09,2025,Australia,Oceania,Technology,Headphones,Corporate,116,51579.23,39650.72,11928.51,0.2312657327341497
ORD-10418,2025-10-19,2025,Australia,Oceania,Technology,Smartphone,Corporate,62,26923.13,18235.55,8687.59,0.3226810678954919
ORD-10419,2025-11-03,2025,Australia,Oceania,Office Supplies,Pens,Corporate,18,1473.72,1229.89,243.83,0.16545186646220864
ORD-10420,2025-12-17,2025,Australia,Oceania,Technology,Smartphone,Corporate,54,22762.37,15384.81,7377.57,0.32411239970344363
ORD-10421,2025-01-11,2025,UAE,Middle East,Furniture,Bookshelf,Corporate,27,7743.39,5779.58,1963.81,0.2536115918628399
ORD-10422,2025-02-11,2025,UAE,Middle East,Technology,Monitor,Consumer,118,63494.93,48719.01,14775.92,0.23271021382437354
ORD-10423,2025-03-08,2025,UAE,Middle East,Office Supplies,Printer Paper,Home Office,117,8109.32,6097.66,2011.66,0.24806805647059332
ORD-10424,2025-04-15,2025,UAE,Middle East,Office Supplies,Pens,Home Office,35,2711.67,2220.42,491.26,0.18116432603460184
ORD-10425,2025-05-13,2025,UAE,Middle East,Technology,Headphones,Home Office,38,14979.02,10352.35,4626.67,0.30887694933903304
ORD-10426,2025-06-07,2025,UAE,Middle East,Technology,Smartphone,Corporate,90,41482.47,31919.35,9563.12,0.23053400519913636
ORD-10427,2025-07-26,2025,UAE,Middle East,Technology,Monitor,Home Office,118,66254.86,46425.99,19828.87,0.29928174862422235
ORD-10428,2025-08-22,2025,UAE,Middle East,Office Supplies,Pens,Corporate,56,3971.18,3400.62,570.56,0.14367459648461944
ORD-10429,2025-09-12,2025,UAE,Middle East,Furniture,Bookshelf,Home Office,64,20237.22,15371.37,4865.85,0.2404405657478261
ORD-10430,2025-10-10,2025,UAE,Middle East,Furniture,Storage Cabinet,Home Office,37,12972.06,9667.83,3304.22,0.2547186033135176
ORD-10431,2025-11-04,2025,UAE,Middle East,Office Supplies,Printer Paper,Home Office,32,2451.33,2062.47,388.85,0.15862872717265494
ORD-10432,2025-12-05,2025,UAE,Middle East,Technology,Monitor,Home Office,33,15946.25,11478.29,4467.96,0.28018869274535096
ORD-10433,2025-01-21,2025,Saudi Arabia,Middle East,Office Supplies,Desk Organizer,Corporate,38,2523.06,2032.36,490.7,0.1944855123997625
ORD-10434,2025-02-15,2025,Saudi Arabia,Middle East,Technology,Smartphone,Corporate,51,15180.73,11116.1,4064.63,0.26774960175930124
ORD-10435,2025-03-13,2025,Saudi Arabia,Middle East,Office Supplies,Printer Paper,Corporate,16,1061.08,898.29,162.79,0.15341541899610983
ORD-10436,2025-04-15,2025,Saudi Arabia,Middle East,Office Supplies,Desk Organizer,Corporate,102,6792.15,5330.36,1461.79,0.21521708474149556
ORD-10437,2025-05-10,2025,Saudi Arabia,Middle East,Furniture,Desk,Consumer,87,14769.31,10909.69,3859.62,0.2613267942254509
ORD-10438,2025-06-19,2025,Saudi Arabia,Middle East,Technology,Monitor,Consumer,83,27342.53,18492.06,8850.47,0.3236888236915958
ORD-10439,2025-07-25,2025,Saudi Arabia,Middle East,Office Supplies,Desk Organizer,Home Office,80,4169.46,3570.29,599.17,0.14370479816307624
ORD-10440,2025-08-15,2025,Saudi Arabia,Middle East,Office Supplies,Binders,Home Office,120,9206.81,7170.26,2036.55,0.221200495707077
ORD-10441,2025-09-08,2025,Saudi Arabia,Middle East,Office Supplies,Pens,Corporate,28,2125.99,1682.85,443.14,0.20844060428560862
ORD-10442,2025-10-15,2025,Saudi Arabia,Middle East,Furniture,Office Chair,Corporate,48,10169.83,7444.24,2725.59,0.2680074302139726
ORD-10443,2025-11-28,2025,Saudi Arabia,Middle East,Technology,Smartphone,Consumer,118,50214.47,34512.6,15701.87,0.3126960304534114
ORD-10444,2025-12-07,2025,Saudi Arabia,Middle East,Office Supplies,Desk Organizer,Consumer,93,4939.53,4174.92,764.61,0.1547943587424127
ORD-10445,2025-01-23,2025,South Africa,Africa,Technology,Monitor,Home Office,50,14520.73,11468.4,3052.33,0.21020528375237013
ORD-10446,2025-02-22,2025,South Africa,Africa,Furniture,Bookshelf,Home Office,49,10505.12,8490.97,2014.14,0.19172979860200437
ORD-10447,2025-03-05,2025,South Africa,Africa,Technology,Smartphone,Corporate,22,7757.78,5476.64,2281.14,0.29404571085205333
ORD-10448,2025-04-25,2025,South Africa,Africa,Office Supplies,Pens,Consumer,33,1817.51,1473.24,344.27,0.18941781632383597
ORD-10449,2025-05-14,2025,South Africa,Africa,Office Supplies,Desk Organizer,Corporate,33,1693.37,1486.36,207.01,0.12224605825049827
ORD-10450,2025-06-13,2025,South Africa,Africa,Furniture,Storage Cabinet,Consumer,96,19106.82,14860.02,4246.8,0.2222661081788791
ORD-10451,2025-07-19,2025,South Africa,Africa,Office Supplies,Binders,Home Office,62,2967.81,2526.89,440.91,0.14856533765252475
ORD-10452,2025-08-28,2025,South Africa,Africa,Technology,Laptop,Home Office,73,21636.28,15714.98,5921.3,0.27367467733462697
ORD-10453,2025-09-11,2025,South Africa,Africa,Technology,Headphones,Consumer,69,22512.33,16898.52,5613.8,0.24936579370665862
ORD-10454,2025-10-26,2025,South Africa,Africa,Furniture,Bookshelf,Home Office,88,11826.55,9079.35,2747.2,0.23229070915460986
ORD-10455,2025-11-01,2025,South Africa,Africa,Furniture,Office Chair,Consumer,27,4931.14,3794.98,1136.16,0.23040426146350657
ORD-10456,2025-12-07,2025,South Africa,Africa,Technology,Smartphone,Corporate,73,14356.64,9978.38,4378.26,0.3049638123164767
ORD-10457,2025-01-09,2025,Nigeria,Africa,Office Supplies,Pens,Home Office,53,1932.24,1464.78,467.46,0.24192706752711093
ORD-10458,2025-02-06,2025,Nigeria,Africa,Technology,Monitor,Corporate,25,5875.13,3886.66,1988.47,0.338456032260279
ORD-10459,2025-03-14,2025,Nigeria,Africa,Technology,Headphones,Home Office,54,15461.32,10503.99,4957.33,0.32062785884810435
ORD-10460,2025-04-05,2025,Nigeria,Africa,Office Supplies,Printer Paper,Home Office,27,874.04,710.41,163.64,0.1872168049913097
ORD-10461,2025-05-11,2025,Nigeria,Africa,Office Supplies,Pens,Home Office,102,4473.71,3887.8,585.91,0.13096750828230116
ORD-10462,2025-06-03,2025,Nigeria,Africa,Technology,Headphones,Home Office,31,7760.66,5762.49,1998.16,0.2574736240950852
ORD-10463,2025-07-13,2025,Nigeria,Africa,Office Supplies,Printer Paper,Consumer,55,2301.99,1920.07,381.93,0.16591063928943514
ORD-10464,2025-08-06,2025,Nigeria,Africa,Technology,Smartphone,Consumer,82,21545.16,15011.84,6533.32,0.30323830871285806
ORD-10465,2025-09-14,2025,Nigeria,Africa,Furniture,Bookshelf,Home Office,42,7075.48,5744.12,1331.36,0.1881648957013138
ORD-10466,2025-10-04,2025,Nigeria,Africa,Office Supplies,Desk Organizer,Consumer,26,1444.12,1232.12,212.0,0.14680157698909543
ORD-10467,2025-11-09,2025,Nigeria,Africa,Office Supplies,Desk Organizer,Corporate,69,2793.23,2383.24,409.99,0.14677962265710814
ORD-10468,2025-12-10,2025,Nigeria,Africa,Office Supplies,Printer Paper,Consumer,85,4071.04,3189.49,881.55,0.2165415566631495
ORD-10469,2025-01-07,2025,Kenya,Africa,Office Supplies,Printer Paper,Home Office,53,1705.77,1359.78,345.98,0.2028312243606352
ORD-10470,2025-02-08,2025,Kenya,Africa,Office Supplies,Desk Organizer,Corporate,97,2798.25,2132.97,665.28,0.23774950724283883
ORD-10471,2025-03-17,2025,Kenya,Africa,Furniture,Storage Cabinet,Consumer,45,6035.41,4579.24,1456.17,0.24127157217652692
ORD-10472,2025-04-14,2025,Kenya,Africa,Technology,Monitor,Corporate,31,6283.52,4205.71,2077.81,0.3306767963484349
ORD-10473,2025-05-01,2025,Kenya,Africa,Furniture,Desk,Corporate,113,11460.28,8704.27,2756.01,0.240483619631111
ORD-10474,2025-06-10,2025,Kenya,Africa,Furniture,Desk,Consumer,22,3708.04,2900.59,807.45,0.217757002866218
ORD-10475,2025-07-18,2025,Kenya,Africa,Office Supplies,Desk Organizer,Corporate,104,3799.83,3013.78,786.05,0.20686447459748225
ORD-10476,2025-08-07,2025,Kenya,Africa,Office Supplies,Pens,Corporate,25,862.36,697.34,165.02,0.19135656379543972
ORD-10477,2025-09-22,2025,Kenya,Africa,Technology,Monitor,Corporate,90,21000.37,14067.24,6933.13,0.3301431763021703
ORD-10478,2025-10-08,2025,Kenya,Africa,Office Supplies,Printer Paper,Corporate,104,3880.8,2932.29,948.51,0.2444113572059287
ORD-10479,2025-11-02,2025,Kenya,Africa,Technology,Smartphone,Consumer,70,11840.78,8247.39,3593.39,0.30347561533048656
ORD-10480,2025-12-06,2025,Kenya,Africa,Furniture,Desk,Consumer,16,2401.43,1791.04,610.4,0.25417995334686394
ORD-10481,2026-01-06,2026,United States,North America,Furniture,Bookshelf,Home Office,81,52940.04,39361.35,13578.69,0.25649186217121506
ORD-10482,2026-02-04,2026,United States,North America,Furniture,Desk,Home Office,114,77824.01,57749.13,20074.88,0.257952300506605
ORD-10483,2026-03-19,2026,United States,North America,Technology,Monitor,Corporate,49,45139.28,33332.92,11806.36,0.26155395809917736
ORD-10484,2026-04-28,2026,United States,North America,Office Supplies,Printer Paper,Corporate,73,11920.13,10291.21,1628.92,0.13665269330109048
ORD-10485,2026-05-19,2026,United States,North America,Office Supplies,Pens,Corporate,35,4885.29,4189.88,695.41,0.1423485898026244
ORD-10486,2026-06-28,2026,United States,North America,Office Supplies,Printer Paper,Consumer,109,17778.77,15373.58,2405.19,0.13528454887153715
ORD-10487,2026-07-06,2026,United States,North America,Technology,Smartphone,Consumer,75,62863.57,41463.1,21400.47,0.3404271854311985
ORD-10488,2026-08-11,2026,United States,North America,Technology,Headphones,Consumer,56,43572.93,28762.38,14810.55,0.3399025717857074
ORD-10489,2026-09-02,2026,United States,North America,Furniture,Office Chair,Home Office,62,27295.24,20449.62,6845.62,0.25079908600623096
ORD-10490,2026-10-15,2026,United States,North America,Technology,Smartphone,Home Office,20,22892.74,17438.06,5454.68,0.23827117253272936
ORD-10491,2026-11-07,2026,United States,North America,Furniture,Bookshelf,Corporate,26,15071.47,12494.91,2576.56,0.17095630082689459
ORD-10492,2026-12-16,2026,United States,North America,Furniture,Bookshelf,Home Office,94,45105.69,35444.37,9661.31,0.21419283532353436
ORD-10493,2026-01-18,2026,Canada,North America,Technology,Smartphone,Consumer,15,9269.1,7110.61,2158.49,0.23286923071712048
ORD-10494,2026-02-24,2026,Canada,North America,Furniture,Office Chair,Corporate,15,5281.92,4145.5,1136.42,0.21515297965616512
ORD-10495,2026-03-16,2026,Canada,North America,Office Supplies,Binders,Consumer,41,3689.63,3104.53,585.1,0.1585801113425038
ORD-10496,2026-04-28,2026,Canada,North America,Technology,Smartphone,Home Office,50,19013.71,12538.54,6475.18,0.3405529283566528
ORD-10497,2026-05-19,2026,Canada,North America,Office Supplies,Desk Organizer,Home Office,62,5355.75,4178.83,1176.91,0.21974792786082836
ORD-10498,2026-06-02,2026,Canada,North America,Technology,Smartphone,Home Office,119,55405.62,38727.01,16678.62,0.3010274916003532
ORD-10499,2026-07-26,2026,Canada,North America,Furniture,Desk,Consumer,52,13772.14,10910.28,2861.87,0.20780106984917107
ORD-10500,2026-08-07,2026,Canada,North America,Furniture,Bookshelf,Corporate,72,19207.5,15770.08,3437.42,0.17896249229629754
ORD-10501,2026-09-14,2026,Canada,North America,Technology,Laptop,Consumer,28,11213.34,8007.15,3206.19,0.2859266134923995
ORD-10502,2026-10-04,2026,Canada,North America,Technology,Monitor,Consumer,72,31768.59,23451.55,8317.05,0.261800951229765
ORD-10503,2026-11-02,2026,Canada,North America,Technology,Smartphone,Home Office,53,31159.92,21387.38,9772.54,0.3136253579884492
ORD-10504,2026-12-13,2026,Canada,North America,Technology,Monitor,Consumer,26,14437.7,9439.25,4998.45,0.3462080005011643
ORD-10505,2026-01-01,2026,Mexico,North America,Office Supplies,Printer Paper,Home Office,53,3486.49,2618.77,867.72,0.24888119444894888
ORD-10506,2026-02-04,2026,Mexico,North America,Furniture,Storage Cabinet,Home Office,110,29901.59,24478.43,5423.16,0.18136703323904568
ORD-10507,2026-03-05,2026,Mexico,North America,Technology,Laptop,Consumer,22,11164.51,7280.29,3884.22,0.3479080684980346
ORD-10508,2026-04-19,2026,Mexico,North America,Technology,Headphones,Corporate,102,46784.57,32404.76,14379.81,0.3073622018850202
ORD-10509,2026-05-21,2026,Mexico,North America,Office Supplies,Binders,Consumer,17,1664.07,1408.25,255.82,0.153730040403452
ORD-10510,2026-06-15,2026,Mexico,North America,Furniture,Desk,Consumer,118,28181.55,23246.3,4935.25,0.1751235582908517
ORD-10511,2026-07-01,2026,Mexico,North America,Technology,Smartphone,Home Office,70,35375.11,25562.06,9813.05,0.2773998425866303
ORD-10512,2026-08-09,2026,Mexico,North America,Furniture,Storage Cabinet,Consumer,60,13271.03,10716.91,2554.12,0.19245813364533948
ORD-10513,2026-09-10,2026,Mexico,North America,Furniture,Desk,Consumer,93,26250.24,21013.47,5236.77,0.1994941735094295
ORD-10514,2026-10-05,2026,Mexico,North America,Furniture,Storage Cabinet,Home Office,76,15045.59,11982.71,3062.88,0.2035731184926766
ORD-10515,2026-11-26,2026,Mexico,North America,Furniture,Desk,Home Office,117,31374.97,23666.44,7708.53,0.24569052665897062
ORD-10516,2026-12-26,2026,Mexico,North America,Office Supplies,Printer Paper,Corporate,115,9835.31,7990.58,1844.73,0.18756213266657396
ORD-10517,2026-01-01,2026,Brazil,South America,Furniture,Bookshelf,Home Office,79,23081.0,18408.2,4672.8,0.2024522821722768
ORD-10518,2026-02-16,2026,Brazil,South America,Furniture,Desk,Consumer,118,44498.92,36621.23,7877.69,0.17703094763337415
ORD-10519,2026-03-22,2026,Brazil,South America,Office Supplies,Binders,Home Office,44,5247.54,4502.3,745.24,0.14201612047659481
ORD-10520,2026-04-25,2026,Brazil,South America,Technology,Monitor,Home Office,119,72945.86,49716.45,23229.41,0.31844721650115426
ORD-10521,2026-05-26,2026,Brazil,South America,Technology,Headphones,Corporate,37,15845.72,11074.54,4771.18,0.3011023411017695
ORD-10522,2026-06-19,2026,Brazil,South America,Office Supplies,Binders,Home Office,18,1885.59,1560.89,324.7,0.1722018578179706
ORD-10523,2026-07-16,2026,Brazil,South America,Office Supplies,Pens,Home Office,39,4364.11,3372.38,991.74,0.22724813957359769
ORD-10524,2026-08-20,2026,Brazil,South America,Office Supplies,Binders,Consumer,77,5318.22,4591.01,727.21,0.13674015721615262
ORD-10525,2026-09-07,2026,Brazil,South America,Technology,Laptop,Home Office,76,28544.42,18835.1,9709.31,0.34014754231047767
ORD-10526,2026-10-11,2026,Brazil,South America,Technology,Monitor,Home Office,37,24097.81,16113.87,7983.94,0.331314090372518
ORD-10527,2026-11-04,2026,Brazil,South America,Technology,Laptop,Consumer,90,52830.17,39781.21,13048.96,0.24699831972214575
ORD-10528,2026-12-19,2026,Brazil,South America,Office Supplies,Binders,Consumer,62,6498.42,5137.28,1361.14,0.20945674633586003
ORD-10529,2026-01-14,2026,Argentina,South America,Technology,Monitor,Corporate,56,10241.62,8102.14,2139.48,0.20890046632202156
ORD-10530,2026-02-23,2026,Argentina,South America,Office Supplies,Desk Organizer,Home Office,55,1845.11,1464.56,380.55,0.20624914755998008
ORD-10531,2026-03-10,2026,Argentina,South America,Office Supplies,Binders,Consumer,100,4331.69,3850.69,481.0,0.11104219559882655
ORD-10532,2026-04-19,2026,Argentina,South America,Office Supplies,Binders,Consumer,37,1724.64,1373.06,351.58,0.20385457250655448
ORD-10533,2026-05-20,2026,Argentina,South America,Furniture,Office Chair,Consumer,92,11781.31,9106.29,2675.03,0.2270568310924158
ORD-10534,2026-06-12,2026,Argentina,South America,Technology,Laptop,Corporate,33,6882.84,5510.84,1372.0,0.19933679661571616
ORD-10535,2026-07-24,2026,Argentina,South America,Furniture,Desk,Home Office,26,4398.37,3472.94,925.43,0.21040294853368646
ORD-10536,2026-08-12,2026,Argentina,South America,Furniture,Storage Cabinet,Consumer,48,5721.37,4501.68,1219.69,0.21318112915855178
ORD-10537,2026-09-14,2026,Argentina,South America,Furniture,Office Chair,Home Office,15,1590.07,1299.74,290.32,0.18258641695909306
ORD-10538,2026-10-27,2026,Argentina,South America,Technology,Headphones,Corporate,63,13306.7,10179.07,3127.63,0.23504170844086575
ORD-10539,2026-11-10,2026,Argentina,South America,Furniture,Desk,Consumer,72,7782.6,5981.0,1801.61,0.23149149808294728
ORD-10540,2026-12-13,2026,Argentina,South America,Technology,Monitor,Corporate,28,4890.89,3861.78,1029.1,0.2104126243781429
ORD-10541,2026-01-16,2026,United Kingdom,Europe,Technology,Laptop,Home Office,26,13503.89,8801.39,4702.5,0.3482331320169372
ORD-10542,2026-02-06,2026,United Kingdom,Europe,Office Supplies,Printer Paper,Corporate,98,8099.2,6181.55,1917.65,0.23677039244848522
ORD-10543,2026-03-18,2026,United Kingdom,Europe,Technology,Laptop,Corporate,41,29829.43,21503.63,8325.8,0.2791135838900775
ORD-10544,2026-04-13,2026,United Kingdom,Europe,Office Supplies,Binders,Home Office,51,4609.28,3957.02,652.26,0.14150991056826895
ORD-10545,2026-05-10,2026,United Kingdom,Europe,Office Supplies,Desk Organizer,Consumer,21,1975.74,1617.51,358.23,0.18131271489348572
ORD-10546,2026-06-10,2026,United Kingdom,Europe,Office Supplies,Desk Organizer,Consumer,27,2011.8,1709.02,302.78,0.1504998630030667
ORD-10547,2026-07-22,2026,United Kingdom,Europe,Technology,Headphones,Consumer,54,35940.18,25642.84,10297.34,0.28651333435395077
ORD-10548,2026-08-13,2026,United Kingdom,Europe,Furniture,Office Chair,Home Office,84,27850.97,21876.31,5974.66,0.21452246298088967
ORD-10549,2026-09-08,2026,United Kingdom,Europe,Furniture,Desk,Corporate,20,6128.11,4744.34,1383.77,0.22580695473855808
ORD-10550,2026-10-22,2026,United Kingdom,Europe,Furniture,Office Chair,Consumer,111,43746.51,35801.96,7944.56,0.18160431452307757
ORD-10551,2026-11-27,2026,United Kingdom,Europe,Furniture,Storage Cabinet,Home Office,44,16068.15,11715.36,4352.79,0.2708956599716301
ORD-10552,2026-12-08,2026,United Kingdom,Europe,Office Supplies,Desk Organizer,Home Office,102,12611.3,10253.25,2358.05,0.18697892657463042
ORD-10553,2026-01-17,2026,Germany,Europe,Furniture,Bookshelf,Consumer,65,30083.31,22390.51,7692.8,0.25571668389564317
ORD-10554,2026-02-06,2026,Germany,Europe,Office Supplies,Pens,Consumer,111,11695.74,8843.3,2852.44,0.24388737796339519
ORD-10555,2026-03-14,2026,Germany,Europe,Technology,Smartphone,Consumer,20,11622.84,7571.19,4051.65,0.34859359236042986
ORD-10556,2026-04-26,2026,Germany,Europe,Technology,Smartphone,Home Office,48,26167.41,17865.74,8301.67,0.31725236110166366
ORD-10557,2026-05-09,2026,Germany,Europe,Technology,Laptop,Corporate,86,49201.1,35959.35,13241.75,0.2691352166443684
ORD-10558,2026-06-26,2026,Germany,Europe,Office Supplies,Desk Organizer,Consumer,115,13909.94,11120.87,2789.07,0.20050913052787972
ORD-10559,2026-07-25,2026,Germany,Europe,Furniture,Office Chair,Corporate,34,10220.25,7761.74,2458.5,0.24055209599376662
ORD-10560,2026-08-18,2026,Germany,Europe,Technology,Laptop,Home Office,114,53486.76,39348.54,14138.22,0.26433114248586465
ORD-10561,2026-09-16,2026,Germany,Europe,Furniture,Storage Cabinet,Corporate,64,26208.35,19953.92,6254.43,0.2386427887758274
ORD-10562,2026-10-23,2026,Germany,Europe,Technology,Smartphone,Corporate,66,31948.46,22266.84,9681.62,0.3030386316902753
ORD-10563,2026-11-16,2026,Germany,Europe,Furniture,Office Chair,Corporate,57,23779.61,19596.42,4183.19,0.1759149170628933
ORD-10564,2026-12-09,2026,Germany,Europe,Furniture,Bookshelf,Consumer,58,25778.8,20458.92,5319.88,0.20636659441377156
ORD-10565,2026-01-25,2026,France,Europe,Furniture,Office Chair,Consumer,32,9032.5,6690.85,2341.65,0.25924683699885964
ORD-10566,2026-02-15,2026,France,Europe,Furniture,Bookshelf,Home Office,68,22963.58,18813.73,4149.85,0.18071442203635188
ORD-10567,2026-03-27,2026,France,Europe,Technology,Headphones,Home Office,77,45503.52,30302.49,15201.03,0.33406267646602705
ORD-10568,2026-04-25,2026,France,Europe,Technology,Smartphone,Consumer,54,31118.75,22455.09,8663.65,0.27840621692149325
ORD-10569,2026-05-02,2026,France,Europe,Office Supplies,Printer Paper,Consumer,39,4352.51,3681.85,670.67,0.1540872131320625
ORD-10570,2026-06-09,2026,France,Europe,Technology,Laptop,Corporate,21,13389.13,9177.5,4211.63,0.3145560734264044
ORD-10571,2026-07-01,2026,France,Europe,Furniture,Storage Cabinet,Home Office,65,22310.58,18186.14,4124.44,0.18486474306688389
ORD-10572,2026-08-16,2026,France,Europe,Technology,Monitor,Corporate,91,45390.13,29718.62,15671.51,0.34526244539363454
ORD-10573,2026-09-27,2026,France,Europe,Office Supplies,Binders,Corporate,35,3837.13,3219.2,617.93,0.16103919126000504
ORD-10574,2026-10-19,2026,France,Europe,Office Supplies,Printer Paper,Corporate,18,1546.98,1315.63,231.35,0.1495488886718345
ORD-10575,2026-11-14,2026,France,Europe,Technology,Smartphone,Home Office,43,24376.68,17982.92,6393.76,0.2622900295122748
ORD-10576,2026-12-06,2026,France,Europe,Office Supplies,Printer Paper,Home Office,16,1448.64,1237.32,211.32,0.14587769089404176
ORD-10577,2026-01-23,2026,Spain,Europe,Office Supplies,Printer Paper,Consumer,47,2889.14,2186.61,702.52,0.24316059616696206
ORD-10578,2026-02-07,2026,Spain,Europe,Office Supplies,Binders,Corporate,63,4379.57,3569.0,810.57,0.18507976226687314
ORD-10579,2026-03-04,2026,Spain,Europe,Furniture,Bookshelf,Home Office,81,19267.04,15073.41,4193.63,0.21765830479665446
ORD-10580,2026-04-22,2026,Spain,Europe,Technology,Monitor,Home Office,97,33129.22,24385.72,8743.51,0.2639212253378116
ORD-10581,2026-05-28,2026,Spain,Europe,Technology,Headphones,Consumer,58,24048.63,16668.79,7379.84,0.30687136947375865
ORD-10582,2026-06-07,2026,Spain,Europe,Furniture,Bookshelf,Home Office,106,26768.03,20124.85,6643.18,0.24817597624551452
ORD-10583,2026-07-13,2026,Spain,Europe,Technology,Smartphone,Consumer,118,46062.1,30990.42,15071.68,0.32720347696545715
ORD-10584,2026-08-10,2026,Spain,Europe,Office Supplies,Binders,Home Office,32,2086.62,1651.25,435.37,0.20864806845549294
ORD-10585,2026-09-19,2026,Spain,Europe,Furniture,Storage Cabinet,Corporate,64,14580.6,11081.8,3498.8,0.23996284428960293
ORD-10586,2026-10-26,2026,Spain,Europe,Technology,Monitor,Home Office,106,28910.33,20406.18,8504.15,0.2941562121853055
ORD-10587,2026-11-18,2026,Spain,Europe,Furniture,Bookshelf,Home Office,53,12735.12,9285.47,3449.65,0.27087664335156797
ORD-10588,2026-12-26,2026,Spain,Europe,Technology,Monitor,Consumer,75,19143.66,14146.44,4997.23,0.26103822206722493
ORD-10589,2026-01-08,2026,Italy,Europe,Office Supplies,Pens,Home Office,57,3585.02,3166.75,418.27,0.11667042138154816
ORD-10590,2026-02-19,2026,Italy,Europe,Office Supplies,Binders,Corporate,115,8115.61,7023.23,1092.38,0.1346018915717834
ORD-10591,2026-03-19,2026,Italy,Europe,Furniture,Storage Cabinet,Consumer,75,11194.22,8886.78,2307.44,0.2061276092382443
ORD-10592,2026-04-13,2026,Italy,Europe,Office Supplies,Printer Paper,Corporate,39,2254.61,1816.99,437.62,0.19409973056378757
ORD-10593,2026-05-07,2026,Italy,Europe,Office Supplies,Binders,Corporate,21,1470.89,1311.89,158.99,0.10809341413143148
ORD-10594,2026-06-06,2026,Italy,Europe,Furniture,Storage Cabinet,Home Office,73,11644.12,8925.36,2718.75,0.2334872732004539
ORD-10595,2026-07-02,2026,Italy,Europe,Technology,Headphones,Corporate,95,39296.91,30352.55,8944.36,0.22760968861088066
ORD-10596,2026-08-25,2026,Italy,Europe,Technology,Headphones,Corporate,41,15250.23,12044.13,3206.1,0.21023269078994894
ORD-10597,2026-09-13,2026,Italy,Europe,Technology,Headphones,Consumer,31,10689.51,7845.91,2843.61,0.26601850488431134
ORD-10598,2026-10-12,2026,Italy,Europe,Furniture,Storage Cabinet,Corporate,15,2211.45,1871.04,340.41,0.153929710147374
ORD-10599,2026-11-24,2026,Italy,Europe,Technology,Monitor,Home Office,39,9145.21,7403.1,1742.12,0.19049486007692243
ORD-10600,2026-12-17,2026,Italy,Europe,Technology,Smartphone,Home Office,59,17045.01,13596.38,3448.63,0.2023249868007455
ORD-10601,2026-01-10,2026,India,Asia,Office Supplies,Binders,Consumer,23,4620.49,3854.48,766.0,0.1657842704192967
ORD-10602,2026-02-16,2026,India,Asia,Furniture,Bookshelf,Corporate,102,76913.73,60675.1,16238.64,0.2111279407109073
ORD-10603,2026-03-24,2026,India,Asia,Furniture,Desk,Consumer,118,65516.96,52583.25,12933.72,0.197410194180299
ORD-10604,2026-04-12,2026,India,Asia,Technology,Smartphone,Home Office,17,16965.48,12719.39,4246.09,0.2502781690268176
ORD-10605,2026-05-02,2026,India,Asia,Office Supplies,Printer Paper,Corporate,96,14002.94,11284.02,2718.92,0.1941680121032608
ORD-10606,2026-06-23,2026,India,Asia,Office Supplies,Printer Paper,Home Office,28,5163.1,4479.66,683.43,0.13236901198169734
ORD-10607,2026-07-23,2026,India,Asia,Technology,Headphones,Corporate,63,46943.04,34722.42,12220.62,0.26032859516834883
ORD-10608,2026-08-22,2026,India,Asia,Technology,Smartphone,Home Office,102,104040.37,76351.69,27688.68,0.26613397457081506
ORD-10609,2026-09-04,2026,India,Asia,Technology,Monitor,Home Office,92,97354.52,70070.03,27284.49,0.28025909021257106
ORD-10610,2026-10-20,2026,India,Asia,Office Supplies,Printer Paper,Corporate,29,5716.04,4631.54,1084.5,0.18972868758319014
ORD-10611,2026-11-06,2026,India,Asia,Technology,Monitor,Home Office,40,34889.67,25149.5,9740.18,0.27917074766339467
ORD-10612,2026-12-01,2026,India,Asia,Technology,Headphones,Consumer,103,121979.72,89085.15,32894.57,0.269672433943604
ORD-10613,2026-01-03,2026,China,Asia,Technology,Laptop,Consumer,88,70840.8,53279.56,17561.25,0.24789733912001194
ORD-10614,2026-02-08,2026,China,Asia,Office Supplies,Printer Paper,Home Office,107,10830.92,9090.31,1740.61,0.16070705233007979
ORD-10615,2026-03-28,2026,China,Asia,Furniture,Bookshelf,Corporate,74,24983.13,18298.11,6685.02,0.2675814096701458
ORD-10616,2026-04-04,2026,China,Asia,Technology,Monitor,Corporate,117,94566.17,67981.79,26584.39,0.2811194247649969
ORD-10617,2026-05-12,2026,China,Asia,Technology,Laptop,Consumer,32,25684.22,19251.31,6432.91,0.25046147316276507
ORD-10618,2026-06-04,2026,China,Asia,Furniture,Bookshelf,Home Office,26,10955.59,8642.57,2313.02,0.21112672673124325
ORD-10619,2026-07-16,2026,China,Asia,Furniture,Storage Cabinet,Corporate,49,26539.61,19830.71,6708.9,0.25278829173803774
ORD-10620,2026-08-28,2026,China,Asia,Furniture,Desk,Consumer,31,15667.05,12893.4,2773.66,0.17703756747982127
